no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets,loan_income_ratio,asset_coverage_ratio,income_per_dependent,wealth_cibil_score,loan_status
1,1,1,8000000,30600000,10,720,66800000.0,3.825,2.183006535947712,4000000.0,48096000000.0,1
4,0,0,2000000,4800000,8,302,8900000.0,2.4,1.8541666666666667,400000.0,2687800000.0,0
5,1,1,1300000,2900000,12,669,7800000.0,2.230769230769231,2.689655172413793,216666.66666666666,5218200000.0,1
1,1,0,7000000,27100000,6,591,45300000.0,3.8714285714285714,1.6715867158671587,3500000.0,26772300000.0,1
3,1,0,4100000,15300000,6,440,22800000.0,3.731707317073171,1.4901960784313726,1025000.0,10032000000.0,0
3,1,0,8000000,26200000,16,890,49100000.0,3.275,1.8740458015267176,2000000.0,43699000000.0,1
4,0,0,8100000,28000000,8,663,51600000.0,3.45679012345679,1.8428571428571427,1620000.0,34210800000.0,1
4,1,1,9500000,22600000,14,433,47400000.0,2.3789473684210525,2.0973451327433628,1900000.0,20524200000.0,0
0,1,0,9200000,22500000,10,317,70800000.0,2.4456521739130435,3.1466666666666665,9200000.0,22443600000.0,0
2,1,0,3900000,14700000,16,360,14000000.0,3.769230769230769,0.9523809523809523,1300000.0,5040000000.0,0
1,1,0,9100000,26200000,8,727,64600000.0,2.879120879120879,2.4656488549618323,4550000.0,46964200000.0,1
3,1,1,3000000,8300000,4,685,23400000.0,2.7666666666666666,2.819277108433735,750000.0,16029000000.0,1
4,1,0,2000000,4300000,8,373,14600000.0,2.15,3.395348837209302,400000.0,5445800000.0,0
5,1,0,6300000,14600000,8,469,51700000.0,2.3174603174603177,3.541095890410959,1050000.0,24247300000.0,0
3,0,1,4100000,10900000,8,548,31500000.0,2.658536585365854,2.889908256880734,1025000.0,17262000000.0,0
0,0,0,9800000,29400000,20,618,57900000.0,3.0,1.969387755102041,9800000.0,35782200000.0,1
2,1,0,5200000,15400000,8,658,24700000.0,2.9615384615384617,1.603896103896104,1733333.3333333333,16252600000.0,1
3,1,0,7600000,28700000,18,781,71300000.0,3.776315789473684,2.484320557491289,1900000.0,55685300000.0,1
3,0,0,9200000,35500000,2,715,54400000.0,3.858695652173913,1.532394366197183,2300000.0,38896000000.0,1
5,0,0,2200000,8100000,4,409,7600000.0,3.6818181818181817,0.9382716049382716,366666.6666666667,3108400000.0,0
2,0,1,8300000,20600000,10,504,40900000.0,2.4819277108433737,1.9854368932038835,2766666.6666666665,20613600000.0,0
3,1,1,6100000,21600000,16,428,31300000.0,3.540983606557377,1.4490740740740742,1525000.0,13396400000.0,0
2,1,0,4500000,16600000,20,704,29900000.0,3.688888888888889,1.8012048192771084,1500000.0,21049600000.0,1
3,0,0,6600000,18800000,12,834,46600000.0,2.8484848484848486,2.478723404255319,1650000.0,38864400000.0,1
4,0,0,8900000,34900000,14,694,47900000.0,3.9213483146067416,1.3724928366762177,1780000.0,33242600000.0,1
4,1,1,3900000,13300000,20,453,27300000.0,3.41025641025641,2.0526315789473686,780000.0,12366900000.0,0
3,1,1,8900000,35400000,14,404,62300000.0,3.9775280898876404,1.7598870056497176,2225000.0,25169200000.0,0
5,0,0,6400000,22300000,12,776,39500000.0,3.484375,1.7713004484304933,1066666.6666666667,30652000000.0,1
1,0,1,9500000,28700000,16,526,67900000.0,3.0210526315789474,2.3658536585365852,4750000.0,35715400000.0,0
3,1,1,300000,1000000,8,641,2200000.0,3.3333333333333335,2.2,75000.0,1410200000.0,1
5,0,0,4100000,12300000,6,582,34600000.0,3.0,2.813008130081301,683333.3333333334,20137200000.0,1
2,1,0,8100000,20800000,18,778,46900000.0,2.567901234567901,2.2548076923076925,2700000.0,36488200000.0,1
4,1,0,9900000,28400000,10,763,78000000.0,2.8686868686868685,2.7464788732394365,1980000.0,59514000000.0,1
0,0,0,4800000,19000000,12,650,28400000.0,3.9583333333333335,1.4947368421052631,4800000.0,18460000000.0,1
0,1,1,2900000,9700000,2,820,21300000.0,3.3448275862068964,2.195876288659794,2900000.0,17466000000.0,1
1,0,1,3500000,13500000,12,824,28000000.0,3.857142857142857,2.074074074074074,1750000.0,23072000000.0,1
1,0,1,4900000,12600000,4,718,34700000.0,2.5714285714285716,2.753968253968254,2450000.0,24914600000.0,1
2,0,1,5100000,13300000,14,313,35700000.0,2.607843137254902,2.6842105263157894,1700000.0,11174100000.0,0
5,1,0,7300000,26200000,10,751,50700000.0,3.589041095890411,1.9351145038167938,1216666.6666666667,38075700000.0,1
0,1,1,200000,300000,18,520,1100000.0,1.5,3.6666666666666665,200000.0,572000000.0,0
2,1,0,1400000,4700000,4,355,8500000.0,3.357142857142857,1.8085106382978724,466666.6666666667,3017500000.0,1
3,1,1,8700000,33600000,14,314,45600000.0,3.8620689655172415,1.3571428571428572,2175000.0,14318400000.0,0
1,0,1,2800000,5900000,20,728,15900000.0,2.107142857142857,2.694915254237288,1400000.0,11575200000.0,1
3,1,1,9100000,30100000,14,564,64800000.0,3.3076923076923075,2.1528239202657806,2275000.0,36547200000.0,1
0,0,1,6800000,15300000,14,699,44700000.0,2.25,2.9215686274509802,6800000.0,31245300000.0,1
0,0,1,5000000,17000000,6,624,34200000.0,3.4,2.011764705882353,5000000.0,21340800000.0,1
0,1,1,4400000,16800000,14,795,33400000.0,3.8181818181818183,1.9880952380952381,4400000.0,26553000000.0,1
5,0,1,8400000,18600000,20,703,47900000.0,2.2142857142857144,2.575268817204301,1400000.0,33673700000.0,1
4,1,0,7800000,17300000,4,394,48200000.0,2.217948717948718,2.786127167630058,1560000.0,18990800000.0,0
4,1,1,4800000,9900000,14,779,36000000.0,2.0625,3.6363636363636362,960000.0,28044000000.0,1
1,1,0,3200000,8800000,4,405,17700000.0,2.75,2.0113636363636362,1600000.0,7168500000.0,0
5,1,1,2300000,6700000,16,612,20800000.0,2.9130434782608696,3.1044776119402986,383333.3333333333,12729600000.0,1
5,0,1,9200000,28100000,10,448,69500000.0,3.0543478260869565,2.473309608540925,1533333.3333333333,31136000000.0,0
2,0,1,4700000,13700000,6,506,29400000.0,2.9148936170212765,2.145985401459854,1566666.6666666667,14876400000.0,0
0,0,1,8000000,30400000,2,776,54900000.0,3.8,1.805921052631579,8000000.0,42602400000.0,1
1,1,1,2600000,8600000,6,730,12800000.0,3.3076923076923075,1.4883720930232558,1300000.0,9344000000.0,1
3,0,0,200000,800000,20,730,1000000.0,4.0,1.25,50000.0,730000000.0,1
5,1,0,7300000,17200000,2,345,42600000.0,2.356164383561644,2.4767441860465116,1216666.6666666667,14697000000.0,0
4,0,0,3300000,11800000,2,847,25300000.0,3.5757575757575757,2.1440677966101696,660000.0,21429100000.0,1
4,0,0,8300000,23300000,20,398,57000000.0,2.8072289156626504,2.4463519313304722,1660000.0,22686000000.0,0
5,0,1,4100000,9600000,2,307,28200000.0,2.341463414634146,2.9375,683333.3333333334,8657400000.0,0
1,0,0,7300000,23700000,16,852,47300000.0,3.2465753424657535,1.9957805907172996,3650000.0,40299600000.0,1
1,0,0,9300000,27500000,6,364,62100000.0,2.956989247311828,2.2581818181818183,4650000.0,22604400000.0,0
2,1,1,4300000,15200000,12,552,23000000.0,3.5348837209302326,1.513157894736842,1433333.3333333333,12696000000.0,1
3,0,0,2600000,8100000,2,421,16000000.0,3.1153846153846154,1.9753086419753085,650000.0,6736000000.0,1
5,1,0,2900000,9800000,12,588,17900000.0,3.3793103448275863,1.8265306122448979,483333.3333333333,10525200000.0,1
2,1,1,900000,3500000,6,763,5200000.0,3.888888888888889,1.4857142857142858,300000.0,3967600000.0,1
3,0,1,4900000,17500000,20,823,40400000.0,3.5714285714285716,2.3085714285714287,1225000.0,33249200000.0,1
0,1,0,7700000,24800000,10,642,59400000.0,3.220779220779221,2.3951612903225805,7700000.0,38134800000.0,1
1,1,0,4700000,16800000,12,647,32700000.0,3.574468085106383,1.9464285714285714,2350000.0,21156900000.0,1
5,0,0,3000000,8900000,20,886,17000000.0,2.966666666666667,1.9101123595505618,500000.0,15062000000.0,1
4,0,0,9700000,26200000,4,518,62700000.0,2.7010309278350517,2.3931297709923665,1940000.0,32478600000.0,0
0,1,1,6900000,26800000,20,515,38300000.0,3.8840579710144927,1.4291044776119404,6900000.0,19724500000.0,0
2,0,1,3800000,12400000,8,340,16700000.0,3.263157894736842,1.346774193548387,1266666.6666666667,5678000000.0,0
3,0,1,600000,1700000,14,521,3300000.0,2.8333333333333335,1.9411764705882353,150000.0,1719300000.0,0
2,0,1,1200000,2900000,12,330,6400000.0,2.4166666666666665,2.206896551724138,400000.0,2112000000.0,0
4,0,1,7800000,26800000,2,474,44100000.0,3.4358974358974357,1.6455223880597014,1560000.0,20903400000.0,1
0,0,0,9000000,35100000,6,898,46500000.0,3.9,1.3247863247863247,9000000.0,41757000000.0,1
1,0,0,2800000,9100000,12,436,15500000.0,3.25,1.7032967032967032,1400000.0,6758000000.0,0
1,0,0,7800000,21300000,10,326,56500000.0,2.730769230769231,2.652582159624413,3900000.0,18419000000.0,0
4,1,1,4700000,9500000,18,876,40500000.0,2.021276595744681,4.2631578947368425,940000.0,35478000000.0,1
2,1,0,4600000,17500000,20,597,35700000.0,3.8043478260869565,2.04,1533333.3333333333,21312900000.0,1
4,1,0,5100000,16100000,14,436,33900000.0,3.156862745098039,2.1055900621118013,1020000.0,14780400000.0,0
3,0,1,6100000,22800000,18,640,49700000.0,3.737704918032787,2.1798245614035086,1525000.0,31808000000.0,1
0,0,0,6000000,22900000,16,302,43500000.0,3.816666666666667,1.8995633187772927,6000000.0,13137000000.0,0
2,0,0,8400000,23200000,16,476,47900000.0,2.761904761904762,2.064655172413793,2800000.0,22800400000.0,0
2,1,0,9300000,22000000,14,393,50400000.0,2.3655913978494625,2.290909090909091,3100000.0,19807200000.0,0
0,1,0,4200000,10300000,10,506,32200000.0,2.4523809523809526,3.1262135922330097,4200000.0,16293200000.0,0
3,1,0,9600000,37800000,10,418,58400000.0,3.9375,1.5449735449735449,2400000.0,24411200000.0,0
3,1,0,5600000,13400000,6,865,42900000.0,2.392857142857143,3.201492537313433,1400000.0,37108500000.0,1
4,1,0,7800000,28600000,2,703,52900000.0,3.6666666666666665,1.8496503496503496,1560000.0,37188700000.0,1
2,1,1,4500000,12600000,2,568,31500000.0,2.8,2.5,1500000.0,17892000000.0,1
3,1,0,2400000,5900000,2,425,11500000.0,2.4583333333333335,1.9491525423728813,600000.0,4887500000.0,0
0,0,0,3900000,11300000,12,305,21800000.0,2.8974358974358974,1.9292035398230087,3900000.0,6649000000.0,0
5,1,1,9600000,20600000,6,456,61600000.0,2.1458333333333335,2.9902912621359223,1600000.0,28089600000.0,0
4,0,0,900000,2600000,2,602,5600000.0,2.888888888888889,2.1538461538461537,180000.0,3371200000.0,1
3,1,1,1100000,3800000,20,814,7200000.0,3.4545454545454546,1.894736842105263,275000.0,5860800000.0,1
4,0,0,6400000,24900000,2,640,40700000.0,3.890625,1.6345381526104417,1280000.0,26048000000.0,1
2,1,0,4600000,15000000,4,817,29200000.0,3.260869565217391,1.9466666666666668,1533333.3333333333,23856400000.0,1
4,1,0,7600000,29800000,20,361,40800000.0,3.9210526315789473,1.3691275167785235,1520000.0,14728800000.0,0
5,0,0,6800000,20100000,14,839,25600000.0,2.9558823529411766,1.2736318407960199,1133333.3333333333,21478400000.0,1
5,1,0,7100000,27000000,20,592,42500000.0,3.8028169014084505,1.5740740740740742,1183333.3333333333,25160000000.0,1
4,0,1,6700000,24700000,6,498,40800000.0,3.6865671641791047,1.6518218623481782,1340000.0,20318400000.0,0
5,0,1,5800000,12400000,6,847,35800000.0,2.1379310344827585,2.8870967741935485,966666.6666666666,30322600000.0,1
0,1,1,8600000,29400000,16,643,60400000.0,3.4186046511627906,2.054421768707483,8600000.0,38837200000.0,1
0,1,1,3500000,10600000,4,389,24700000.0,3.0285714285714285,2.330188679245283,3500000.0,9608300000.0,1
2,1,1,4800000,17500000,20,381,27700000.0,3.6458333333333335,1.582857142857143,1600000.0,10553700000.0,0
5,1,1,6100000,14400000,16,400,41400000.0,2.360655737704918,2.875,1016666.6666666666,16560000000.0,0
5,1,1,5200000,12700000,16,718,37100000.0,2.4423076923076925,2.921259842519685,866666.6666666666,26637800000.0,1
5,0,1,4100000,12400000,8,309,25500000.0,3.024390243902439,2.056451612903226,683333.3333333334,7879500000.0,0
5,0,0,3200000,7400000,2,838,18900000.0,2.3125,2.554054054054054,533333.3333333334,15838200000.0,1
3,0,1,7500000,21600000,14,678,52200000.0,2.88,2.4166666666666665,1875000.0,35391600000.0,1
2,0,1,1500000,4500000,14,826,11100000.0,3.0,2.466666666666667,500000.0,9168600000.0,1
4,1,1,1200000,3100000,16,348,8600000.0,2.5833333333333335,2.774193548387097,240000.0,2992800000.0,0
1,1,1,8400000,19700000,6,476,85100000.0,2.3452380952380953,4.319796954314721,4200000.0,40507600000.0,0
0,0,1,7900000,26300000,8,666,44000000.0,3.329113924050633,1.673003802281369,7900000.0,29304000000.0,1
1,1,1,2100000,4300000,20,896,12200000.0,2.0476190476190474,2.8372093023255816,1050000.0,10931200000.0,1
2,1,0,2500000,7000000,20,547,9500000.0,2.8,1.3571428571428572,833333.3333333334,5196500000.0,0
2,0,1,3700000,13900000,2,405,23700000.0,3.7567567567567566,1.7050359712230216,1233333.3333333333,9598500000.0,1
5,1,0,1100000,4000000,16,498,3500000.0,3.6363636363636362,0.875,183333.33333333334,1743000000.0,0
5,1,0,6500000,24800000,8,779,41100000.0,3.8153846153846156,1.657258064516129,1083333.3333333333,32016900000.0,1
0,0,1,8200000,31500000,8,403,45400000.0,3.841463414634146,1.4412698412698413,8200000.0,18296200000.0,0
2,0,0,5000000,12400000,8,709,35600000.0,2.48,2.870967741935484,1666666.6666666667,25240400000.0,1
1,0,0,1500000,6000000,6,507,12000000.0,4.0,2.0,750000.0,6084000000.0,0
5,0,0,3700000,9100000,18,368,17500000.0,2.4594594594594597,1.9230769230769231,616666.6666666666,6440000000.0,0
3,1,1,4100000,14600000,16,760,29200000.0,3.5609756097560976,2.0,1025000.0,22192000000.0,1
2,0,0,7200000,16800000,6,796,36900000.0,2.3333333333333335,2.1964285714285716,2400000.0,29372400000.0,1
1,1,0,2000000,5000000,6,876,10700000.0,2.5,2.14,1000000.0,9373200000.0,1
3,0,0,2000000,4700000,14,673,11600000.0,2.35,2.4680851063829787,500000.0,7806800000.0,1
1,1,1,5100000,11500000,4,747,35000000.0,2.2549019607843137,3.0434782608695654,2550000.0,26145000000.0,1
1,0,0,6000000,13600000,12,589,29000000.0,2.2666666666666666,2.1323529411764706,3000000.0,17081000000.0,1
1,1,0,4900000,18100000,8,382,31900000.0,3.693877551020408,1.7624309392265194,2450000.0,12185800000.0,0
3,0,1,900000,2300000,12,900,5700000.0,2.5555555555555554,2.4782608695652173,225000.0,5130000000.0,1
1,1,1,7500000,25000000,18,628,32100000.0,3.3333333333333335,1.284,3750000.0,20158800000.0,1
2,1,0,6400000,25000000,12,667,49900000.0,3.90625,1.996,2133333.3333333335,33283300000.0,1
2,1,1,8700000,26400000,2,778,50000000.0,3.0344827586206895,1.893939393939394,2900000.0,38900000000.0,1
4,1,1,7300000,17200000,18,831,51000000.0,2.356164383561644,2.9651162790697674,1460000.0,42381000000.0,1
5,1,0,7400000,27100000,4,320,69000000.0,3.6621621621621623,2.5461254612546127,1233333.3333333333,22080000000.0,1
2,1,0,2700000,9300000,16,656,20200000.0,3.4444444444444446,2.172043010752688,900000.0,13251200000.0,1
3,1,0,3400000,8900000,6,896,23400000.0,2.6176470588235294,2.6292134831460676,850000.0,20966400000.0,1
3,0,1,2100000,7400000,4,320,14500000.0,3.5238095238095237,1.9594594594594594,525000.0,4640000000.0,1
2,0,0,3100000,10500000,10,751,22000000.0,3.3870967741935485,2.0952380952380953,1033333.3333333334,16522000000.0,1
5,0,0,4700000,17400000,2,523,33700000.0,3.702127659574468,1.9367816091954022,783333.3333333334,17625100000.0,1
5,1,0,3100000,10500000,6,584,23600000.0,3.3870967741935485,2.2476190476190476,516666.6666666667,13782400000.0,1
2,0,0,5700000,20400000,2,630,31600000.0,3.5789473684210527,1.5490196078431373,1900000.0,19908000000.0,1
3,1,1,2300000,8000000,14,472,17200000.0,3.4782608695652173,2.15,575000.0,8118400000.0,0
0,0,1,6600000,18500000,16,802,47200000.0,2.803030303030303,2.5513513513513515,6600000.0,37854400000.0,1
2,1,1,2700000,6400000,18,547,17600000.0,2.3703703703703702,2.75,900000.0,9627200000.0,0
1,0,1,800000,2800000,16,726,7600000.0,3.5,2.7142857142857144,400000.0,5517600000.0,1
1,1,0,6600000,18500000,8,712,37500000.0,2.803030303030303,2.027027027027027,3300000.0,26700000000.0,1
3,1,0,3900000,10700000,6,790,27700000.0,2.7435897435897436,2.588785046728972,975000.0,21883000000.0,1
5,0,0,200000,600000,16,396,700000.0,3.0,1.1666666666666667,33333.333333333336,277200000.0,0
3,1,0,2000000,4200000,6,831,11100000.0,2.1,2.642857142857143,500000.0,9224100000.0,1
2,1,1,9100000,20900000,20,632,47800000.0,2.2967032967032965,2.287081339712919,3033333.3333333335,30209600000.0,1
3,1,0,4700000,10800000,8,527,34800000.0,2.297872340425532,3.2222222222222223,1175000.0,18339600000.0,0
3,0,1,3200000,11100000,6,708,24200000.0,3.46875,2.18018018018018,800000.0,17133600000.0,1
2,0,0,1700000,4200000,14,829,8000000.0,2.4705882352941178,1.9047619047619047,566666.6666666666,6632000000.0,1
1,0,0,2600000,8100000,12,854,18400000.0,3.1153846153846154,2.271604938271605,1300000.0,15713600000.0,1
3,0,1,2700000,6700000,14,899,14600000.0,2.4814814814814814,2.1791044776119404,675000.0,13125400000.0,1
0,0,1,3600000,13400000,6,589,18800000.0,3.7222222222222223,1.4029850746268657,3600000.0,11073200000.0,1
4,1,1,7200000,26000000,6,571,31500000.0,3.611111111111111,1.2115384615384615,1440000.0,17986500000.0,1
2,0,1,2500000,6400000,6,708,20500000.0,2.56,3.203125,833333.3333333334,14514000000.0,1
2,0,0,5500000,19600000,16,328,21800000.0,3.5636363636363635,1.1122448979591837,1833333.3333333333,7150400000.0,0
3,1,1,9200000,33500000,8,564,77200000.0,3.641304347826087,2.3044776119402983,2300000.0,43540800000.0,1
3,0,0,9000000,19000000,8,693,59600000.0,2.111111111111111,3.136842105263158,2250000.0,41302800000.0,1
4,0,1,5900000,15000000,14,626,46800000.0,2.542372881355932,3.12,1180000.0,29296800000.0,1
4,1,0,5600000,15600000,12,470,42200000.0,2.7857142857142856,2.7051282051282053,1120000.0,19834000000.0,0
2,0,1,3200000,12500000,8,849,20500000.0,3.90625,1.64,1066666.6666666667,17404500000.0,1
5,0,0,9100000,27800000,16,547,70200000.0,3.0549450549450547,2.5251798561151078,1516666.6666666667,38399400000.0,0
0,0,1,4600000,15100000,2,417,27900000.0,3.282608695652174,1.8476821192052981,4600000.0,11634300000.0,1
4,1,0,7300000,14900000,2,358,53600000.0,2.041095890410959,3.597315436241611,1460000.0,19188800000.0,0
5,0,1,1300000,3100000,16,826,8400000.0,2.3846153846153846,2.7096774193548385,216666.66666666666,6938400000.0,1
0,0,0,1800000,4200000,6,836,12000000.0,2.3333333333333335,2.857142857142857,1800000.0,10032000000.0,1
3,1,0,500000,1700000,10,509,2400000.0,3.4,1.411764705882353,125000.0,1221600000.0,0
2,0,1,5700000,20500000,20,581,42900000.0,3.5964912280701755,2.0926829268292684,1900000.0,24924900000.0,1
4,1,0,300000,1100000,4,359,1300000.0,3.6666666666666665,1.1818181818181819,60000.0,466700000.0,1
5,1,1,2100000,7100000,10,517,10900000.0,3.380952380952381,1.5352112676056338,350000.0,5635300000.0,0
1,0,1,5700000,20100000,14,442,43400000.0,3.526315789473684,2.1592039800995027,2850000.0,19182800000.0,0
1,0,1,1100000,2700000,16,346,5200000.0,2.4545454545454546,1.9259259259259258,550000.0,1799200000.0,0
5,1,0,9300000,34000000,6,742,45800000.0,3.6559139784946235,1.3470588235294119,1550000.0,33983600000.0,1
1,1,1,3500000,8100000,10,626,22700000.0,2.3142857142857145,2.802469135802469,1750000.0,14210200000.0,1
0,0,1,8200000,28800000,4,619,39400000.0,3.5121951219512195,1.3680555555555556,8200000.0,24388600000.0,1
2,0,1,7500000,17900000,20,734,42500000.0,2.3866666666666667,2.374301675977654,2500000.0,31195000000.0,1
1,1,1,7000000,25600000,6,420,50600000.0,3.657142857142857,1.9765625,3500000.0,21252000000.0,0
5,0,1,3900000,8300000,18,600,20500000.0,2.128205128205128,2.4698795180722892,650000.0,12300000000.0,1
3,1,1,4700000,13200000,12,440,28200000.0,2.8085106382978724,2.1363636363636362,1175000.0,12408000000.0,0
5,0,1,1700000,5200000,16,820,7900000.0,3.0588235294117645,1.5192307692307692,283333.3333333333,6478000000.0,1
0,1,0,2500000,7800000,8,437,14900000.0,3.12,1.9102564102564104,2500000.0,6511300000.0,0
1,0,1,400000,1400000,12,468,2600000.0,3.5,1.8571428571428572,200000.0,1216800000.0,0
0,0,1,2400000,9100000,8,368,11300000.0,3.7916666666666665,1.2417582417582418,2400000.0,4158400000.0,0
4,1,0,5700000,21900000,2,871,25400000.0,3.8421052631578947,1.1598173515981736,1140000.0,22123400000.0,1
1,1,0,9800000,37900000,4,816,68600000.0,3.86734693877551,1.8100263852242744,4900000.0,55977600000.0,1
5,1,0,9000000,32800000,4,773,45100000.0,3.6444444444444444,1.375,1500000.0,34862300000.0,1
3,0,0,800000,3000000,14,576,5500000.0,3.75,1.8333333333333333,200000.0,3168000000.0,1
1,1,0,1600000,4500000,14,673,9600000.0,2.8125,2.1333333333333333,800000.0,6460800000.0,1
